Id,Usuario,Partido,Tweet
1,0,jameadek,Hoy conmemoramos la valiente #ExpropiaciónPetrolera del General Lázaro Cárdenas, un paso decisivo para nuestra soberanía nacional.
2,0,jameadek,Los grupos parlamentarios que conforman la coalición #TodosPorMéxico, presentarán una iniciativa para eliminar el #fuero en todos los niveles. Porque el país así lo exige: todos iguales ante la Ley, y la Ley por encima de todos. Ningún privilegio más que el de ser mexicano.
3,0,jameadek,Esta elección será fundamental, en ella, México elegirá su destino. Los mexicanos definiremos nuestro presente y nuestro futuro; nuestras vidas y las de nuestros hijos #TodosPorMéxico. 
4,0,jameadek,Hoy solicité ante el  mi registro como candidato a la Presidencia de la República. Estoy decidido a hacer de México🇲🇽 una potencia, una nación más grande y justa; un país unido, con estabilidad y prosperidad #TodosPorMéxico 
5,0,jameadek,
6,0,jameadek,Registro ante el  como candidato a la Presidencia de la República. #TodosPorMéxico. 
7,0,jameadek,Para que México 🇲🇽 sea una potencia tenemos que mantener una economía abierta, de respeto a las libertades y a la propiedad privada, y fomentar en todas las áreas la competencia efectiva y equitativa. #YoMero
8,0,jameadek,Mi reconocimiento a , quienes en ejercicio de sus deberes constitucionales, eligieron por amplia mayoría a David Colmenares como nuevo Auditor de la . El mayor de los éxitos en su gestión.
9,0,jameadek, :  y yo somos fanáticos del arte mexicano. Siempre lo ha impulsado y lo seguirá haciendo. #LoMejorEstáPorVenir…
10,0,jameadek,El nuevo aeropuerto de la CDMX es una obra absolutamente necesaria que incrementará competitividad, mejorará movilidad y generará inversión y empleo. Como Presidente me encargaré de que concluya exitosamente. #YoMero
11,0,jameadek,La muerte de Stephen Hawking, científico excepcional, es una pérdida enorme para la humanidad. Una mente brillante cuyo legado vivirá por siempre.
12,0,jameadek,Ni muros que nos dividan, ni injerencia externa en nuestros procesos electorales. Las elecciones solo las decidimos los mexicanos. La cortesía diplomática será siempre bienvenida.
13,0,jameadek,En democracia hay que participar con las reglas y árbitros que nos hemos dado. Solo amenaza con soltar al tigre quien carece de argumentos y no sabe perder. Es el mismo de siempre.
14,0,jameadek,El Tribunal Electoral  nos dio ya luz verde para debatir en este periodo intercampañas. Ya no hay pretextos . ¡Éntrale! #YoMero.
